Sample,MLG,PSex,aest06_1,aest07_1,aest15_1,aest26_1,aest28_1,aest35_1,aest36_1,aest01_1,aest10_1,aest18_1,aest24_1,aest25_1,aest29_1,aest31_1
FREI171,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI172,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI173,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI174,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI175,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI176,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI177,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI179,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI180,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI182,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI183,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI185,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI186,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI187,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI188,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI189,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI190,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI191,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI192,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI193,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI194,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI195,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI196,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI197,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI198,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI199,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI200,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI201,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI202,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI203,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI204,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI205,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI206,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI207,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI208,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI209,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI210,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI211,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI212,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI214,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI215,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI217,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI218,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI219,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI220,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI221,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI222,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI223,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI224,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI225,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI226,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI227,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI228,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI229,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI230,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI231,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI233,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI234,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI235,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI236,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI238,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI242,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI243,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI245,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI249,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI251,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI253,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI257,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI258,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI261,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI262,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI263,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI266,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI267,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI268,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI269,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI272,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI274,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI275,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI276,MLG354,0,230,266,317,157,401,152,326,254,294,136,304,137,204,313
FREI59,MLG355,3.41E-14,230,266,317,157,401,152,326,254,294,136,304,137,204,318
FREI68,MLG355,3.41E-14,230,266,317,157,401,152,326,254,294,136,304,137,204,318
FREI71,MLG355,3.41E-14,230,266,317,157,401,152,326,254,294,136,304,137,204,318
FREIBRUM7,MLG356,-,230,266,317,157,401,152,326,260,294,136,304,137,204,313
FRIC60,MLG357,-,230,266,317,157,401,152,326,260,294,140,295,137,209,313
ALD52,MLG358,-,234,261,312,142,356,144,326,242,295,164,298,128,216,318
ALD13,MLG359,0,234,261,312,142,356,148,326,242,295,140,298,128,211,308
ALD18,MLG359,0,234,261,312,142,356,148,326,242,295,140,298,128,211,308
ALD45,MLG359,0,234,261,312,142,356,148,326,242,295,140,298,128,211,308
ALD67,MLG359,0,234,261,312,142,356,148,326,242,295,140,298,128,211,308
ALD35,MLG360,0,234,261,312,145,356,144,326,242,295,140,298,128,211,308
ALD41,MLG360,0,234,261,312,145,356,144,326,242,295,140,298,128,211,308
ALD49,MLG360,0,234,261,312,145,356,144,326,242,295,140,298,128,211,308
ALD50,MLG360,0,234,261,312,145,356,144,326,242,295,140,298,128,211,308
ALD51,MLG360,0,234,261,312,145,356,144,326,242,295,140,298,128,211,308
ALD59,MLG361,-,234,261,312,145,356,148,326,236,295,140,292,128,211,308
ALD60,MLG362,1.87E-08,234,261,312,145,356,148,326,236,295,140,298,128,211,308
ALD63,MLG362,1.87E-08,234,261,312,145,356,148,326,236,295,140,298,128,211,308
ALD1,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD2,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD3,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD4,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD5,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD6,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD7,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD8,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD10,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD9,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD15,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD16,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD20,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD21,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD22,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD24,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD25,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD26,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD29,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD30,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD31,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD33,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD34,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD36,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD37,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD38,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD39,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD40,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD42,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD43,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD44,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD47,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD48,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD53,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD54,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD55,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD65,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD66,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD70,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
ALD71,MLG363,0,234,261,312,145,356,148,326,242,295,140,298,128,211,308
UEBERL4,MLG364,-,236,251,312,178,383,148,318,242,295,144,298,128,211,308
TROSS2,MLG365,3.90E-14,236,256,312,142,353,140,322,248,280,164,298,128,211,318
TROSS19,MLG365,3.90E-14,236,256,312,142,353,140,322,248,280,164,298,128,211,318
TROSS6,MLG366,0,236,256,312,142,353,148,322,248,280,164,298,128,211,318
TROSS10,MLG366,0,236,256,312,142,353,148,322,248,280,164,298,128,211,318
ALD23,MLG366,0,236,256,312,142,353,148,322,248,280,164,298,128,211,318
TROSS16,MLG366,0,236,256,312,142,353,148,322,248,280,164,298,128,211,318
TROSS17,MLG366,0,236,256,312,142,353,148,322,248,280,164,298,128,211,318
TROSS18,MLG366,0,236,256,312,142,353,148,322,248,280,164,298,128,211,318
TROSS21,MLG366,0,236,256,312,142,353,148,322,248,280,164,298,128,211,318
TROSS24,MLG366,0,236,256,312,142,353,148,322,248,280,164,298,128,211,318
BOHBU300,MLG367,1.24E-13,236,256,312,142,356,148,326,242,280,160,298,122,211,308
BOHBU419,MLG367,1.24E-13,236,256,312,142,356,148,326,242,280,160,298,122,211,308
BOHBU420,MLG367,1.24E-13,236,256,312,142,356,148,326,242,280,160,298,122,211,308
BOHBU543,MLG367,1.24E-13,236,256,312,142,356,148,326,242,280,160,298,122,211,308
BOHBU415,MLG368,-,236,256,312,142,356,148,326,242,280,160,298,128,211,318
UST41,MLG369,-,236,256,312,142,356,152,326,242,280,160,298,128,216,308
RIETH39,MLG370,-,236,256,312,145,356,148,322,242,290,160,292,128,211,308
BOHBU312,MLG371,-,236,256,312,145,380,148,322,254,280,144,298,122,221,313
UEBERL149,MLG372,-,236,256,312,145,383,148,326,242,288,144,298,128,211,308
UEBERL32,MLG373,-,236,256,312,145,383,148,326,242,288,144,298,128,211,318
BOHBU119,MLG374,-,236,256,312,154,392,148,322,254,280,140,298,122,211,313
TROSS28,MLG375,-,236,256,312,157,353,148,322,248,295,164,292,128,211,308
BOHBU296,MLG376,-,236,256,312,157,356,148,326,242,280,160,298,122,211,313
BOHBU40,MLG377,1.06E-13,236,256,312,157,356,148,326,242,280,160,298,122,211,318
BOHBU46,MLG377,1.06E-13,236,256,312,157,356,148,326,242,280,160,298,122,211,318
BOHBU343,MLG377,1.06E-13,236,256,312,157,356,148,326,242,280,160,298,122,211,318
BOHBU385,MLG377,1.06E-13,236,256,312,157,356,148,326,242,280,160,298,122,211,318
BOHBU397,MLG377,1.06E-13,236,256,312,157,356,148,326,242,280,160,298,122,211,318
BOHBU405,MLG377,1.06E-13,236,256,312,157,356,148,326,242,280,160,298,122,211,318
BOHBU459,MLG377,1.06E-13,236,256,312,157,356,148,326,242,280,160,298,122,211,318
BOHBU469,MLG377,1.06E-13,236,256,312,157,356,148,326,242,280,160,298,122,211,318
BOHBU9,MLG378,4.62E-14,236,256,312,157,356,148,326,242,280,164,298,122,211,318
BOHBU216,MLG378,4.62E-14,236,256,312,157,356,148,326,242,280,164,298,122,211,318
BOHBU246,MLG378,4.62E-14,236,256,312,157,356,148,326,242,280,164,298,122,211,318
BOHBU408,MLG378,4.62E-14,236,256,312,157,356,148,326,242,280,164,298,122,211,318
BOHBU464,MLG378,4.62E-14,236,256,312,157,356,148,326,242,280,164,298,122,211,318
BOHBU404,MLG379,-,236,256,312,157,356,148,326,242,280,164,301,128,216,318
BOHBU373,MLG380,-,236,256,312,157,383,148,326,254,280,160,298,122,211,308
BOHBU144,MLG381,0,236,256,312,157,389,148,326,242,280,160,298,122,211,313
BOHBU260,MLG381,0,236,256,312,157,389,148,326,242,280,160,298,122,211,313
BOHBU263,MLG381,0,236,256,312,157,389,148,326,242,280,160,298,122,211,313
BOHBU367,MLG381,0,236,256,312,157,389,148,326,242,280,160,298,122,211,313
BOHBU371,MLG381,0,236,256,312,157,389,148,326,242,280,160,298,122,211,313
BOHBU390,MLG381,0,236,256,312,157,389,148,326,242,280,160,298,122,211,313
BOHBU423,MLG381,0,236,256,312,157,389,148,326,242,280,160,298,122,211,313
BOHBU44,MLG382,3.34E-14,236,256,312,157,392,148,326,242,280,140,298,122,211,318
BOHBU131,MLG382,3.34E-14,236,256,312,157,392,148,326,242,280,140,298,122,211,318
BOHBU478,MLG382,3.34E-14,236,256,312,157,392,148,326,242,280,140,298,122,211,318
UEBERL48,MLG383,-,236,256,312,175,383,148,322,242,295,144,298,128,211,308
FRIC10,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC11,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC12,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC14,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC16,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC17,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC18,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC19,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC2,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC20,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC3,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC5,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC6,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC7,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC9,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC22,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC23,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC24,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC25,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC26,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC27,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC29,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC31,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC32,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC33,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC34,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC38,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC40,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC41,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC43,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC44,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC45,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC46,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC47,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC48,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC49,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC72,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC77,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC100,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC101,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC102,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC104,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC106,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC96,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC99,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC114,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC115,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC116,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC117,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC122,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC126,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC131,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC133,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC134,MLG384,1.10E-14,236,256,312,175,389,148,326,236,295,160,298,128,216,308
FRIC30,MLG385,-,236,256,312,175,389,148,326,236,295,160,298,128,216,313
FRIC13,MLG386,3.48E-08,236,256,312,175,389,148,326,236,295,160,298,128,216,318
FRIC15,MLG386,3.48E-08,236,256,312,175,389,148,326,236,295,160,298,128,216,318
RIETH19,MLG387,3.27E-07,236,256,312,178,356,148,326,242,280,160,298,128,211,313
RIETH21,MLG387,3.27E-07,236,256,312,178,356,148,326,242,280,160,298,128,211,313
UEBERL82,MLG388,-,236,256,312,178,383,148,322,236,280,144,298,128,211,308
UEBERL2,MLG389,1.22E-13,236,256,312,178,383,148,322,236,295,144,298,128,211,308
UEBERL53,MLG389,1.22E-13,236,256,312,178,383,148,322,236,295,144,298,128,211,308
UEBERL55,MLG389,1.22E-13,236,256,312,178,383,148,322,236,295,144,298,128,211,308
UEBERL64,MLG389,1.22E-13,236,256,312,178,383,148,322,236,295,144,298,128,211,308
UEBERL92,MLG389,1.22E-13,236,256,312,178,383,148,322,236,295,144,298,128,211,308
UEBERL56,MLG390,-,236,256,312,178,383,148,322,236,295,144,298,128,211,318
UEBERL44,MLG391,-,236,256,312,178,383,148,322,236,295,144,298,128,241,308
UEBERL6,MLG392,1.56E-09,236,256,312,178,383,148,322,242,280,144,298,128,211,308
UEBERL11,MLG392,1.56E-09,236,256,312,178,383,148,322,242,280,144,298,128,211,308
UEBERL75,MLG392,1.56E-09,236,256,312,178,383,148,322,242,280,144,298,128,211,308
UEBERL13,MLG393,-,236,256,312,178,383,148,322,242,280,160,298,128,211,308
UEBERL9,MLG394,1.65E-13,236,256,312,178,383,148,322,242,288,144,298,128,211,308
UEBERL26,MLG394,1.65E-13,236,256,312,178,383,148,322,242,288,144,298,128,211,308
UEBERL105,MLG394,1.65E-13,236,256,312,178,383,148,322,242,288,144,298,128,211,308
UEBERL121,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL122,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL123,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL124,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL125,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL8,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL15,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL154,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL155,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL158,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL159,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL163,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL166,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL168,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL172,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL174,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL21,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL24,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL31,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL33,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL35,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL36,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL38,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL41,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL43,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL50,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL58,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL59,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL62,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL74,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL76,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL78,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL84,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL85,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL89,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL91,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL100,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL98,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL103,MLG395,4.79E-14,236,256,312,178,383,148,322,242,295,144,298,128,211,308
UEBERL39,MLG396,2.72E-10,236,256,312,178,383,148,322,242,295,144,298,128,211,318
UEBERL83,MLG396,2.72E-10,236,256,312,178,383,148,322,242,295,144,298,128,211,318
UEBERL115,MLG396,2.72E-10,236,256,312,178,383,148,322,242,295,144,298,128,211,318
UEBERL117,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL118,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL119,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL120,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL131,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL132,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL134,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL135,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL136,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL137,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL142,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL5,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
BOHHAS31,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL17,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL18,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL156,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL164,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
UEBERL167,MLG397,0,236,256,312,178,383,148,322,242,295,144,298,128,241,308
